Q1,Q2,Q3,Q4,Q5,Q6,Q8,Q9_Part_1,Q9_Part_2,Q9_Part_3,Q9_Part_4,Q9_Part_5,Q9_Part_6,Q9_Part_7,Q9_Part_8,Q10,Q11,Q13_Part_1,Q13_Part_2,Q13_Part_3,Q13_Part_4,Q13_Part_5,Q13_Part_6,Q13_Part_7,Q13_Part_8,Q13_Part_9,Q13_Part_10,Q13_Part_11,Q13_Part_12,Q14,Q14_Part_1_TEXT,Q14_Part_2_TEXT,Q14_Part_3_TEXT,Q14_Part_4_TEXT,Q14_Part_5_TEXT,Q14_OTHER_TEXT,Q15,Q16_Part_1,Q16_Part_2,Q16_Part_3,Q16_Part_4,Q16_Part_5,Q16_Part_6,Q16_Part_7,Q16_Part_8,Q16_Part_9,Q16_Part_10,Q18_Part_1,Q18_Part_2,Q18_Part_3,Q18_Part_4,Q18_Part_5,Q18_Part_6,Q18_Part_7,Q18_Part_8,Q18_Part_9,Q18_Part_10,Q19,Q20_Part_1,Q20_Part_2,Q20_Part_3,Q20_Part_4,Q20_Part_5,Q20_Part_6,Q20_Part_7,Q20_Part_8,Q20_Part_9,Q20_Part_10,Q21_Part_1,Q23,Q24_Part_1,Q24_Part_2,Q24_Part_3,Q24_Part_4,Q24_Part_5,Q24_Part_6,Q24_Part_7,Q24_Part_8,Q24_Part_9,Q24_Part_10,Q25_Part_1,Q25_Part_2,Q25_Part_3,Q25_Part_4,Q25_Part_5,Q25_Part_6,Q25_Part_7,Q25_Part_8,Q26_Part_1,Q26_Part_2,Q26_Part_3,Q26_Part_4,Q26_Part_5,Q27_Part_1,Q27_Part_2,Q27_Part_3,Q27_Part_4,Q28_Part_1,Q28_Part_2,Q28_Part_3,Q28_Part_4,Q28_Part_5,Q28_Part_6,Q28_Part_7,Q28_Part_8,Q28_Part_9,Q28_Part_10,Q29_Part_1,Q29_Part_2,Q29_Part_3,Q29_Part_4,Q29_Part_5,Q29_Part_6,Q29_Part_7,Q29_Part_8,Q29_Part_9,Q29_Part_10,Q34_Part_1,Q34_Part_2,Q34_Part_3,Q34_Part_4,Q34_Part_5,Q34_Part_6,Q34_Part_7,Q34_Part_8,Q34_Part_9,Q34_Part_10
35-39,Male,United States of America,Masters degree,Software Engineer,"1000-9,999 employees","We recently started using ML methods (i.e., models in production for less than 2 years)",,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-29,Male,United States of America,Masters degree,Software Engineer,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)",Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,"90,000-99,999","$1000-$9,999",,,,,,,,,,,None,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,3,-1,-1,3-5 years,,,,,, Visual Studio / Visual Studio Code ,,,,,Python,,,,,,Javascript,TypeScript,,,Python,, Matplotlib ,,,,,, Seaborn ,,,,3-4 years,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,,,,,,,,,None,,"General purpose image/video tools (PIL, cv2, skimage, etc)",,,,,,,,,  Scikit-learn ,  TensorFlow , Keras ,,,,,,,, Google Cloud Platform (GCP) ,,,,,,,,,,,PostgresSQL,,,,,,,,
22-24,Male,United States of America,Bachelors degree,Data Engineer,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)",Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,"50,000-59,999","$1000-$9,999",,,,DataCamp,,,,Udemy,,University Courses (resulting in a university degree),,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,28,-1,-1,1-2 years,, RStudio ,,,,,  Spyder  ,,,,Python,R,,,,,,,,,Python,, Matplotlib ,,,,,, Seaborn ,,,CPUs,< 1 years,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,,,,,None,,,,,,,,,,,  Scikit-learn ,,, RandomForest, Xgboost ,,,,,,,,,,,,,,,,,,,,,,,,,
30-34,Male,United States of America,Masters degree,Software Engineer,0-49 employees,We are exploring ML methods (and may one day put a model into production),,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-39,Male,United States of America,Bachelors degree,Product/Project Manager,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)",Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,"200,000-249,999",$0 (USD),,,,,,,,,,,None,,Other,-1,-1,-1,-1,-1,96,5-10 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",,,,,,,  Vim / Emacs  ,,,Python,R,SQL,,,,,,Bash,,Python,, Matplotlib ,,,,,,,,,CPUs,3-4 years,Linear or Logistic Regression,,,,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-39,Male,Canada,Doctoral degree,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-44,Prefer not to say,United States of America,Bachelors degree,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-34,Female,United States of America,Masters degree,Student,,,,,,,,,,,,,,Coursera,,DataCamp,,,,,LinkedIn Learning,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",1,-1,-1,-1,-1,-1,< 1 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",, PyCharm ,, MATLAB , Visual Studio / Visual Studio Code ,  Spyder  ,  Vim / Emacs  ,,  Sublime Text  ,Python,,SQL,C,C++,,,,,MATLAB,Python,, Matplotlib ,,,,,,,,,CPUs,< 1 years,,,,,,,Convolutional Neural Networks,,Recurrent Neural Networks,,,,,,,,None,,"General purpose image/video tools (PIL, cv2, skimage, etc)","Image segmentation methods (U-Net, Mask R-CNN, etc)","Object detection methods (YOLOv3, RetinaNet, etc)","Image classification and other general purpose networks (VGG, Inception, ResNet, ResNeXt, NASNet, EfficientNet, etc)",,,,,,,  TensorFlow , Keras ,,, PyTorch ,,,,,,,,,,,,,,,,,,,,,,,,
25-29,Male,Canada,No formal education past high school,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-39,Male,United States of America,Masters degree,Software Engineer,"1000-9,999 employees","We have well established ML methods (i.e., models in production for more than 2 years)",,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,"150,000-199,999",$100-$999,Udacity,Coursera,,DataCamp,,Kaggle Courses (i.e. Kaggle Learn),Fast.ai,,,University Courses (resulting in a university degree),,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,2195,-1,-1,5-10 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ", RStudio , PyCharm ,,,,,  Vim / Emacs  ,,,Python,R,,,,,,,,,Python,, Matplotlib , Altair ,, D3.js ,,, Seaborn ,,,CPUs,4-5 years,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,Evolutionary Approaches,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,Recurrent Neural Networks,"Transformer Networks (BERT, gpt-2, etc)",,,,,,"Automation of full ML pipelines (e.g. Google AutoML, H20 Driverless AI)",,,"General purpose image/video tools (PIL, cv2, skimage, etc)","Image segmentation methods (U-Net, Mask R-CNN, etc)","Object detection methods (YOLOv3, RetinaNet, etc)","Image classification and other general purpose networks (VGG, Inception, ResNet, ResNeXt, NASNet, EfficientNet, etc)",,"Word embeddings/vectors (GLoVe, fastText, word2vec)","Encoder-decorder models (seq2seq, vanilla transformers)",,"Transformer language models (GPT-2, BERT, XLnet, etc)",  Scikit-learn ,  TensorFlow , Keras ,, Xgboost , PyTorch ,, LightGBM ,, Fast.ai ,, Amazon Web Services (AWS) ,,,,,,,,,,PostgresSQL,,,,,,,,
35-39,Male,Canada,Bachelors degree,Not employed,,,,,,,,,,,,,,Coursera,,,,,,Udemy,,,,,,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-21,Female,United States of America,Masters degree,Data Analyst,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-34,Male,United States of America,Bachelors degree,Data Analyst,"> 10,000 employees",We use ML methods for generating insights (but do not put working models into production),Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,"90,000-99,999",$100-$999,,Coursera,,DataCamp,,Kaggle Courses (i.e. Kaggle Learn),Fast.ai,,,,,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,244,-1,-1,3-5 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ", RStudio ,,,,,,,,,Python,R,SQL,,,,,,,,Python, Ggplot / ggplot2 ,,,,,,,,,,CPUs,2-3 years,Linear or Logistic Regression,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,, Caret ,,, Fast.ai ,,,,,,,,,,,,PostgresSQL,SQLite,,Oracle Database,,,,,
35-39,Male,United States of America,Doctoral degree,Data Scientist,"> 10,000 employees",We are exploring ML methods (and may one day put a model into production),Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,"70,000-79,999","> $100,000 ($USD)",,,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-34,Male,United States of America,Masters degree,Data Scientist,0-49 employees,"We have well established ML methods (i.e., models in production for more than 2 years)",Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,"100,000-124,999","$10,000-$99,999",,Coursera,,,,,,,,University Courses (resulting in a university degree),,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,7,-1,-1,5-10 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ", RStudio , PyCharm , Atom ,,,,,,,Python,R,SQL,,,,,,,,Python,, Matplotlib ,,,,,, Seaborn ,,,CPUs,5-10 years,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,Convolutional Neural Networks,,,,,,,,,,None,,,,,"Image classification and other general purpose networks (VGG, Inception, ResNet, ResNeXt, NASNet, EfficientNet, etc)",,,,,,  Scikit-learn ,  TensorFlow , Keras , RandomForest, Xgboost ,,, LightGBM ,,,, Amazon Web Services (AWS) ,,,,,,,,,MySQL,PostgresSQL,SQLite,,,,,,,
50-54,Male,United States of America,Masters degree,Data Scientist,"> 10,000 employees",We are exploring ML methods (and may one day put a model into production),,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-49,Female,United States of America,Masters degree,Data Scientist,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)",,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-39,Female,United States of America,Masters degree,Data Scientist,0-49 employees,We use ML methods for generating insights (but do not put working models into production),Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,,,,,"125,000-149,999","$10,000-$99,999",Udacity,Coursera,,DataCamp,,,,,LinkedIn Learning,,,,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",-1,-1,-1,-1,294,-1,10-20 years,, RStudio ,,,, Visual Studio / Visual Studio Code ,,,,,Python,R,SQL,,,,,,,,Python, Ggplot / ggplot2 ,,,,,,,,,,,4-5 years,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,,,,,None,,,,,,,,,,,  Scikit-learn ,,, RandomForest, Xgboost ,, Caret ,,,,, Amazon Web Services (AWS) ,,,,,,,,,,PostgresSQL,,,,,,AWS DynamoDB,,
30-34,Male,Canada,Masters degree,Software Engineer,"> 10,000 employees",We use ML methods for generating insights (but do not put working models into production),,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50-54,Male,United States of America,Doctoral degree,Data Scientist,250-999 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)",Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,,,,"125,000-149,999",$100-$999,Udacity,Coursera,,,,,Fast.ai,Udemy,,,,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,8,-1,-1,5-10 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ", RStudio ,,,,,,,,  Sublime Text  ,Python,R,SQL,,,,,,,,R, Ggplot / ggplot2 , Matplotlib ,, Shiny ,, Plotly / Plotly Express ,,,,,CPUs,5-10 years,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,Recurrent Neural Networks,,,,,,,"Automation of full ML pipelines (e.g. Google AutoML, H20 Driverless AI)",,,,,,,,,,,,  Scikit-learn ,, Keras ,, Xgboost ,,, LightGBM ,,,, Amazon Web Services (AWS) ,,,,,,,,,,,,,,,,,,
40-44,Male,United States of America,Masters degree,Product/Project Manager,250-999 employees,We are exploring ML methods (and may one day put a model into production),,,,,,Do research that advances the state of the art of machine learning,,,"125,000-149,999","$10,000-$99,999",,Coursera,,,,Kaggle Courses (i.e. Kaggle Learn),,,,,,,Other,-1,-1,-1,-1,-1,588,1-2 years,,,,,,,,,,,Python,,,,,Java,,,,,Python, Ggplot / ggplot2 ,,,,,,,,,,,1-2 years,,Decision Trees or Random Forests,,,,,,,,,,,,,,,None,,,,,,,,,,,,,, RandomForest,,,,,,,,,,,,,,,,,MySQL,,,,,,,,,
22-24,Male,United States of America,Masters degree,Data Scientist,250-999 employees,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-44,Male,United States of America,Some college/university study without earning a bachelors degree,Product/Project Manager,"1000-9,999 employees",No (we do not use ML methods),,,,,,,,,"80,000-89,999","> $100,000 ($USD)",,,,,,,,Udemy,LinkedIn Learning,,,,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",-1,-1,257,-1,-1,-1,5-10 years,,,,,, Visual Studio / Visual Studio Code ,,,  Notepad++  ,,Python,,SQL,C,C++,,Javascript,,,,Python,,,,,,,,,,,,< 1 years,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,, Amazon Web Services (AWS) , Microsoft Azure ,,,,,,,,,,,Microsoft SQL Server,Oracle Database,Microsoft Access,,,,
25-29,Male,United States of America,Doctoral degree,Research Scientist,50-249 employees,We are exploring ML methods (and may one day put a model into production),,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-39,Female,United States of America,Masters degree,Software Engineer,0-49 employees,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-44,Female,United States of America,Masters degree,Other,"> 10,000 employees",No (we do not use ML methods),,,,,,,,,"100,000-124,999",$100-$999,,,,,,,,,LinkedIn Learning,,,Other,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",0,-1,-1,-1,-1,-1,I have never written code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-29,Male,United States of America,Masters degree,Business Analyst,"1000-9,999 employees",No (we do not use ML methods),,,,,,,,,"125,000-149,999",$100-$999,,,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-21,Male,United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-44,Female,United States of America,Masters degree,Other,"> 10,000 employees",No (we do not use ML methods),,,,,,,,,"125,000-149,999",$0 (USD),,,,,,,,,,,,Other,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",-1,-1,258,-1,-1,-1,< 1 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",,, Atom ,,,,,,,,,SQL,,,,,,,,SQL,,,,,,,,,,,,< 1 years,Linear or Logistic Regression,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-49,Male,United States of America,Masters degree,Data Scientist,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)",,,,,,Do research that advances the state of the art of machine learning,,,"150,000-199,999","$1000-$9,999",,Coursera,,,,,,,,,,Other,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,2201,-1,-1,20+ years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ", RStudio , PyCharm ,,,,  Spyder  ,,,,Python,R,SQL,,,,Javascript,,Bash,,Python, Ggplot / ggplot2 , Matplotlib ,,,,,, Seaborn ,,,CPUs,2-3 years,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,Recurrent Neural Networks,,,,"Automated model selection (e.g. auto-sklearn, xcessiv)",,,,,,,,,"Image classification and other general purpose networks (VGG, Inception, ResNet, ResNeXt, NASNet, EfficientNet, etc)","Generative Networks (GAN, VAE, etc)","Word embeddings/vectors (GLoVe, fastText, word2vec)",,,,  Scikit-learn ,  TensorFlow , Keras , RandomForest, Xgboost ,, Caret ,, Spark MLib ,, Google Cloud Platform (GCP) ,,,,, Salesforce Cloud , Oracle Cloud ,,,,MySQL,PostgresSQL,SQLite,Microsoft SQL Server,Oracle Database,Microsoft Access,,,,
25-29,Male,United States of America,Masters degree,Software Engineer,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)",,,,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,"80,000-89,999",$0 (USD),,,,,,,,,,,,Other,,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-21,Male,United States of America,Some college/university study without earning a bachelors degree,Student,,,,,,,,,,,,,,,,,,,,,,,None,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",706,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-34,Male,United States of America,Doctoral degree,Data Engineer,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)",Analyze and understand data to influence product or business decisions,,,,,,,,"100,000-124,999","$1000-$9,999",,,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-34,Female,United States of America,Bachelors degree,Data Engineer,"1000-9,999 employees",I do not know,,,,,,,,,$0-999,$0 (USD),,,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50-54,Male,United States of America,Masters degree,Data Scientist,"1000-9,999 employees","We have well established ML methods (i.e., models in production for more than 2 years)",Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,"150,000-199,999",$0 (USD),Udacity,Coursera,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-39,Male,United States of America,Masters degree,Other,50-249 employees,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-34,Male,United States of America,Masters degree,Data Scientist,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)",,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-34,Male,United States of America,Masters degree,Data Scientist,"1000-9,999 employees",We use ML methods for generating insights (but do not put working models into production),Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,,,,"150,000-199,999","$10,000-$99,999",Udacity,Coursera,,,,,Fast.ai,Udemy,,,,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,8,-1,-1,5-10 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ", RStudio ,,,, Visual Studio / Visual Studio Code ,,,,,Python,R,SQL,,,,,,,,R, Ggplot / ggplot2 ,, Altair ,,,,,,,,CPUs,4-5 years,Linear or Logistic Regression,,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,"Dense Neural Networks (MLPs, etc)",,,,,,,,,,,None,,,,,,,,,,,,, Keras , RandomForest, Xgboost ,,,,,,, Amazon Web Services (AWS) ,,,,,,,,,,PostgresSQL,,Microsoft SQL Server,,,AWS Relational Database Service,,,
